CONTA;TÍTULO;FUNÇÃO;NATUREZA DO SALDO ;EXEERCÍCIO DO STATUS INATIVA;INDICADOR DO SUPERÁVIT FINANCEIRO ;Nº REGISTRO OBRIG. ;ATRIBUTO OBRIG. - Inclusão (I), Exclusão (E) ou Alteração (A);EXERCÍCIO DA ATUALIZAÇÃO DO ATRIBUTO OBRIGATÓRIO;SISTEMA;DETLAHMENTO SISTEMA;MSC;CONTA CORRENTE;Reduzido;ANALITICA
433124100;SERVICOS DE REPARAÇÃO,MANUTENÇÃO E INSTALAÇÃO;"Registra as variações patrimoniais aumentativas provenientes de serviços de reparação, manutenção e instalação prestados. VPA de serviços de reparação de artefatos de metal; reparação e manutenção de maquinas e aparelhos de uso doméstico; reparação, manutenção e instalação de maquinas e aparelhos elétricos e eletrônicos e de comunicação; reparação e manutenção de instalações elétricas, de gás, de agua, etc. incluem-se também, nesse título, os serviços de confecção sob medida. Não são considerados nesse título, classificando-se em VPA industrial: reparação e manutenção de veículos ferroviários, embarcações e aeronaves (indústria de material de transporte).";C;;;;;;0;;1;;Todas instituições fonte 100;S
433124200;SERVICOS RECREATIVOS E CULTURAIS;Compreende/Registra as variações patrimoniais aumentativas provenientes de serviços recreativos e culturais prestados. VPA proporcionada pela exploração de instalações para recreação, pratica desportiva e cultural (cinemas, teatros, salões para recitais, concertos, conferencias, planetários, estádios desportivos, autódromos, museus, bibliotecas, promoção e/ou produção de espetáculos artísticos culturais e esportivos).;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124300;SERVICOS REG. MARCAS,PAT.TRANSF.DE TECNOLOGIA;Compreende/Registra as variações patrimoniais aumentativas provenientes de serviços de registro de marcas, patentes e transferência de tecnologias. VPA correspondente aos serviços previstos no código da propriedade industrial, petições gerais, pedidos e petições relativas a privilégios, pedidos e petições relativas a marcas e patentes, pedidos e petições relativos a contratos de transferência de tecnologia e correlatos.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124400;SERVICOS DE REGISTRO DO COMERCIO;"Registra as variações patrimoniais aumentativas provenientes de serviços de registro do comercio prestados. VPA advinda da prestação de serviços de registro do comercio e atividades afins, tratando-se de: a) serviços prestados pela junta comercial do distrito federal; b) serviços constantes do cadastro nacional de empresa, devidos no âmbito das juntas comerciais dos estados e do distrito federal; c) remuneração de serviços prestados pelo departamento nacional de registro do comercio.";C;;;;;;0;;1;;Todas instituições fonte 100;S
433124500;SERVICOS DE FORNECIMENTO DE AGUA;Registra as variações patrimoniais aumentativas provenientes de serviços de fornecimento de agua, bem como de coleta e tratamento de esgotos.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124600;SERVICOS DE PERFURAÇÃO E INSTALAÇÃO DE POCOS;Registra as variações patrimoniais aumentativas provenientes de serviços prestados de perfuração e instalação de poços tubulares profundos, poços artesianos ou similares.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124700;SERVICOS DE GEOPROCESSAMENTO;Compreende/Registra as variações patrimoniais aumentativas provenientes de serviços prestados a terceiros de interpretação de imagem aerofotogrametrica, execução de mapas digitalizados diversos, venda de cartas e imagens de satélites, videográficas e similares.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124800;SERVICOS DE CADASTRAMENTO DE FORNECEDORES;Compreende/Registra as variações patrimoniais aumentativas provenientes de prestação de serviços de cadastramento de empresas fornecedoras de bens e serviços ao governo federal.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124900;TARIFA DE UTILIZAÇÃO DE FAROIS;Registra as variações patrimoniais aumentativas provenientes de tarifa de utilização de faróis. VPA proveniente da efetiva utilização, por embarcações estrangeiras, dos serviços de sinalização náutica de proteção a navegação. O produto da arrecadação e destinado integralmente ao fundo naval para aplicação nos serviços que envolvam a manutenção e ampliação da rede de balizamento marítimo, fluvial e lacustre, a cargo da diretoria de hidrografia e navegação do Ministério da Marinha.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125000;TARIFA E ADICIONAL SOBRE TARIFA AEROPORTUARIA;Registra as variações patrimoniais aumentativas provenientes de tarifa e adicional sobre tarifa aeroportuária. VPA provenientes de tarifa e adicional cobrados por embarque de passageiros, pouso e permanência de aeronaves nos aeroportos, armazenagem de mercadorias em armazéns de carga aérea e utilização de serviços relativos a manutenção e manuseio de mercadorias em armazéns de carga (tarifa de capatazia). VPA vinculada ao Ministério da Aeronáutica.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125100;SERVICOS DE CADASTRO DA ATIVIDADE MINERAL;Registra as variações patrimoniais aumentativas provenientes da taxa de serviços cadastrais quando do requerimento de autorização de pesquisa mineral.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125200;TAR.INSCR.CONCURSOS E PROCESSOS SELETIVOS;Registra as variações patrimoniais aumentativas provenientes de tarifas de inscrição em concursos e processos seletivos.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125300;SERVICO DE COMPENSAÇÃO DE VARIAÇÕES SALARIAIS;Registra as variações patrimoniais aumentativas provenientes da cobrança de contribuições sobre o valor das prestações pagas pelos mutuários do sistema financeiro de habitação-SFH e sobre o saldo dos financiamentos imobiliários concedidos pelos agentes financeiros do SFH, com cobertura do FCVS.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125400;GARANTIAS E AVAIS;Registra as variações patrimoniais aumentativas provenientes da prestação de garantias e avais nas operações de credito. Fato gerador: concessão de garantias e avais, de natureza não-financeiras.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125500;CREDENCIAMENTO EMP.PREST.SERVICOS DE VISTORIA;"Registra as variações patrimoniais aumentativas provenientes do valor a ser pago por empresas na obtenção de credenciamento para prestação de serviços de vistoria. - Destinação legal: órgão arrecadador; - amparo legal: resolução CONTRAN 282, de 26 de junho de 2008.";C;;;;;;0;;1;;Todas instituições fonte 100;S
433125600;SERVICOS VETERINARIOS;Registra as variações patrimoniais aumentativas provenientes de serviços veterinários.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125700;CERTIFICAÇÃO E HOMOLOGAÇÃO ATIVIDADE MINERAL;Registra as variações patrimoniais aumentativas provenientes de taxa de serviços cadastrais quando do requerimento de registro de licença e do registro de permissão de lavra garimpeira.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125800;SERV.INOV.A.PESQ.AMBIENT.PROD.-INST.CIEN.TEC.;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços voltados a inovação e a pesquisa cientifica e tecnológica no ambiente produtivo.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433125900;SERVICOS FINANCEIROS;Registra as variações patrimoniais aumentativas com serviços financeiros.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433126000;SERV.COMERCIAIS DE PROD.DADOS E MAT.INFORMATI;Registra as variações patrimoniais aumentativas provenientes da comercialização de produtos, dados e materiais de informática, tais como disquetes, softwares, programas, CD-Rom, fitas magnéticas e assemelhados, bem como informações em redes e sistemas de dados disponíveis em meio de hardware.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433126100;SERVIÇOS DE TURISMO;Registra as variações patrimoniais aumentativas com serviços de turismo.;C;;;;;;0;;1;;Todas instituições fonte 100;S
445220000;REMUNERAÇÃO DE APLICAÇÕES FINANCEIRAS - INTRA OFSS;Registra a variação patrimonial aumentativa proveniente da remuneração de depósitos bancários, recursos oriundos de aplicações de entidades da administração pública no mercado financeiro, autorizadas por lei, em caderneta de poupança, fundo de investimento, contas remuneradas e outros. Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;C;;;;;;0;;1;;Todas instituições fonte 100;S
459120000;OUTRAS TRANSFERÊNCIAS E DELEGAÇÕES RECEBIDAS -  INTRA OFSS;Registra as variações patrimoniais aumentativas decorrentes de demais transferências e delegações recebidas não compreendidas nas contas anteriores.  Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) do mesmo ente.;C;;;;;;0;;1;;Todas instituições fonte 100;S
459130000;OUTRAS TRANSFERÊNCIAS E DELEGAÇÕES RECEBIDAS -  INTER OFSS - UNIÃO;Registra as variações patrimoniais aumentativas decorrentes de demais transferências e delegações recebidas não compreendidas nas contas anteriores.  Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.;C;;;;;;0;;1;;Todas instituições fonte 100;S
459140000;OUTRAS TRANSFERÊNCIAS E DELEGAÇÕES RECEBIDAS -  INTER OFSS - ESTADO;Registra as variações patrimoniais aumentativas decorrentes de demais transferências e delegações recebidas não compreendidas nas contas anteriores.  Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
459150000;OUTRAS TRANSFERÊNCIAS E DELEGAÇÕES RECEBIDAS -  INTER OFSS - MUNICÍPIO;Registra as variações patrimoniais aumentativas decorrentes de demais transferências e delegações recebidas não compreendidas nas contas anteriores.  Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um Município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
461700000;VARIAÇÃO PATRIMONIAL AUMENTATIVA COM AJUSTE DE GANHOS DE CRÉDITOS E DE INVESTIMENTOS E APLICAÇÕES TEMPORÁRIOS;Compreende a variação patrimonial aumentativa com ajuste de ganhos de créditos por valorização.;C;;;;;;0;;1;;;N
461710000;VARIAÇÃO PATRIMONIAL AUMENTATIVA COM AJUSTE DE GANHOS DE CRÉDITOS E DE INVESTIMENTOS E APLICAÇÕES TEMPORÁRIOS;Compreende a variação patrimonial aumentativa com ajuste de ganhos de créditos por valorização. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;C;;;;;;0;;1;;;N
461710800;VALORIZAÇÃO A VALOR JUSTO DOS INVESTIMENTOS TEMPORÁRIOS DO RPPS;Registra a variação patrimonial aumentativa decorrente do ajuste positivo a valor justo dos Investimentos Temporários do RPPS quando os investimentos são avaliados ou mensurados a valor justo (marcação a mercado).;C;;;;;;0;;1;;Todas instituições fonte 100;S
463930000;OUTROS GANHOS COM INCORPORAÇÃO DE ATIVOS -  INTER OFSS - UNIÃO;Registra a contrapartida da incorporação de outros novos ativos. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.;C;;;;;;0;;1;;Todas instituições fonte 100;S
463940000;OUTROS GANHOS COM INCORPORAÇÃO DE ATIVOS -    INTER OFSS - ESTADO;Registra a contrapartida da incorporação de outros novos ativos. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e o estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
463950000;OUTROS GANHOS COM INCORPORAÇÃO DE ATIVOS -  INTER OFSS - MUNICÍPIO;Registra a contrapartida da incorporação de outros novos ativos. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e o Município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
464130000;GANHOS COM DESINCORPORAÇÃO DE PASSIVOS - INTER OFSS - UNIÃO;Registra a contrapartida da desincorporação de passivos, inclusive as baixas de passivo decorrentes do cancelamento de restos a pagar. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.;C;;;;;;0;;1;;Todas instituições fonte 100;S
464140000;GANHOS COM DESINCORPORAÇÃO DE PASSIVOS - INTER OFSS - ESTADO;Registra a contrapartida da desincorporação de passivos, inclusive as baixas de passivo decorrentes do cancelamento de restos a pagar. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e o Estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
464150000;GANHOS COM DESINCORPORAÇÃO DE PASSIVOS - INTER OFSS - MUNICÍPIO;Registra a contrapartida da desincorporação de passivos, inclusive as baixas de passivo decorrentes do cancelamento de restos a pagar. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e o Município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
621900000;OUTROS CONTROLES DA RECEITA ORÇAMENTÁRIA;Compreende outros controles da receita orçamentária.;C;;;;;;;;;;;N
711110399;OUTRAS CONTRAGARANTIAS RECEBIDAS NO PAÍS;Registra o valor de outras contragarantias recebidas, não incluídas nos itens anteriores.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711311200;CONTRATOS DE CESSÃO DE BENS MÓVEIS;Registra o valor referente a direito contratual de transferência formalizada por meio de contrato de cessão de bens móveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711311300;CONTRATOS DE CESSÃO DE BENS IMÓVEIS;Registra o valor referente a direito contratual de transferência formalizada por meio de contrato de cessão de bens imóveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711400000;DEMANDAS JUDICIAIS;Compreende a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;D;;;;;;;;;;;N
711410000;DEMANDAS JUDICIAIS - CONSOLIDAÇÃO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711420000;DEMANDAS JUDICIAIS - INTRA OFSS;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711430000;DEMANDAS JUDICIAIS - INTER OFSS - UNIÃO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711440000;DEMANDAS JUDICIAIS - INTER OFSS - ESTADO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;D;;;;;;0;;1;;Todas instituições fonte 100;S
711450000;DEMANDAS JUDICIAIS - INTER OFSS - MUNICÍPIO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;D;;;;;;0;;1;;Todas instituições fonte 100;S
712311200;CONTRATOS DE CESSÃO DE BENS MÓVEIS;Registra o valor referente a obrigação contratual de transferência formalizada  por meio de contrato de cessão de bens móveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
712311300;CONTRATOS DE CESSÃO DE BENS IMÓVEIS;Registra o valor referente a obrigação contratual de transferência formalizada por meio de contrato de cessão de bens imóveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
712400000;DEMANDAS JUDICIAIS;"Compreende a estimativa do montante relativo a ações judiciais em andamento contra o ente federativo nas quais haja a probabilidade de que o ganho de causa venha a ser da outra parte. Ao fazer a estimativa, considerar os principais tipos de ação judicial, tais como:
a) Demandas judiciais contra a atividade reguladora do Estado: Indexação e controles de preços; De ordem tributária e previdenciária; Outras demandas judiciais;
b) Demandas judiciais contra empresas estatais dependentes;
c) Demandas judiciais contra a administração direta e indireta: Privatizações, liquidação ou extinção de órgãos ou empresas; Reajustes salariais;
d) Demandas trabalhistas contra o ente federativo;
e) Outras demandas judiciais.";D;;;;;;;;;;;N
712410000;DEMANDAS JUDICIAIS - CONSOLIDAÇÃO;"Registra a estimativa do montante relativo a ações judiciais em andamento contra o ente federativo nas quais haja a probabilidade de que o ganho de causa venha a ser da outra parte. Ao fazer a estimativa, considerar os principais tipos de ação judicial, tais como:
a) Demandas judiciais contra a atividade reguladora do Estado: Indexação e controles de preços; De ordem tributária e previdenciária; Outras demandas judiciais;
b) Demandas judiciais contra empresas estatais dependentes;
c) Demandas judiciais contra a administração direta e indireta: Privatizações, liquidação ou extinção de órgãos ou empresas; Reajustes salariais;
d) Demandas trabalhistas contra o ente federativo;
e) Outras demandas judiciais.";D;;;;;;0;;1;;Todas instituições fonte 100;S
712420000;DEMANDAS JUDICIAIS - INTRA OFSS;"Compreende/Registra a estimativa do montante relativo a ações judiciais em andamento contra o ente federativo nas quais haja a probabilidade de que o ganho de causa venha a ser da outra parte. Ao fazer a estimativa, considerar os principais tipos de ação judicial, tais como:
a) Demandas judiciais contra a atividade reguladora do Estado: Indexação e controles de preços; De ordem tributária e previdenciária; Outras demandas judiciais;
b) Demandas judiciais contra empresas estatais dependentes;
c) Demandas judiciais contra a administração direta e indireta: Privatizações, liquidação ou extinção de órgãos ou empresas; Reajustes salariais;
d) Demandas trabalhistas contra o ente federativo;
e) Outras demandas judiciais.";D;;;;;;0;;1;;Todas instituições fonte 100;S
712430000;DEMANDAS JUDICIAIS - INTER OFSS - UNIÃO;"Registra a estimativa do montante relativo a ações judiciais em andamento contra o ente federativo nas quais haja a probabilidade de que o ganho de causa venha a ser da outra parte. Ao fazer a estimativa, considerar os principais tipos de ação judicial, tais como:
a) Demandas judiciais contra a atividade reguladora do Estado: Indexação e controles de preços; De ordem tributária e previdenciária; Outras demandas judiciais;
b) Demandas judiciais contra empresas estatais dependentes;
c) Demandas judiciais contra a administração direta e indireta: Privatizações, liquidação ou extinção de órgãos ou empresas; Reajustes salariais;
d) Demandas trabalhistas contra o ente federativo;
e) Outras demandas judiciais.";D;;;;;;0;;1;;Todas instituições fonte 100;S
712440000;DEMANDAS JUDICIAIS - INTER OFSS - ESTADO;"Registra a estimativa do montante relativo a ações judiciais em andamento contra o ente federativo nas quais haja a probabilidade de que o ganho de causa venha a ser da outra parte. Ao fazer a estimativa, considerar os principais tipos de ação judicial, tais como:
a) Demandas judiciais contra a atividade reguladora do Estado: Indexação e controles de preços; De ordem tributária e previdenciária; Outras demandas judiciais;
b) Demandas judiciais contra empresas estatais dependentes;
c) Demandas judiciais contra a administração direta e indireta: Privatizações, liquidação ou extinção de órgãos ou empresas; Reajustes salariais;
d) Demandas trabalhistas contra o ente federativo;
e) Outras demandas judiciais.";D;;;;;;0;;1;;Todas instituições fonte 100;S
712450000;DEMANDAS JUDICIAIS - INTER OFSS - MUNICÍPIO;"Registra a estimativa do montante relativo a ações judiciais em andamento contra o ente federativo nas quais haja a probabilidade de que o ganho de causa venha a ser da outra parte. Ao fazer a estimativa, considerar os principais tipos de ação judicial, tais como:
a) Demandas judiciais contra a atividade reguladora do Estado: Indexação e controles de preços; De ordem tributária e previdenciária; Outras demandas judiciais;
b) Demandas judiciais contra empresas estatais dependentes;
c) Demandas judiciais contra a administração direta e indireta: Privatizações, liquidação ou extinção de órgãos ou empresas; Reajustes salariais;
d) Demandas trabalhistas contra o ente federativo;
e) Outras demandas judiciais.";D;;;;;;0;;1;;Todas instituições fonte 100;S
760000000;CONTROLES FISCAIS;Compreende as contas relacionadas a transações sujeitas a limites e controles ficais, em decorrência de exigência legal.;D;;;;;;;;;;;N
761000000;BENEFÍCIOS FISCAIS;Compreende as contas relacionadas ao controle de benefícios fiscais. Refere-se ao controle da concessão de vantagens a determinados agentes econômicos, que atendem algum critério específico estabelecido, causando impacto nas contas públicas dos entes da Federação, seja por meio de renúncia de receitas ou de aumento de despesas ou assunção de dívidas.;D;;;;;;;;;;;N
761100000;BENEFÍCIOS TRIBUTÁRIOS;"Registra o valor dos benefícios fiscais tributários. Insere-se no conceito de benefício tributário a desoneração
de operação normalmente sujeita à incidência de tributo ou contribuição social e que resulte em decréscimo, mesmo que potencial, de arrecadação tributária. Podem assumir a forma de anistia, remissão, crédito presumido, isenção, alteração de alíquota ou modificação da base de cálculo que implique redução discriminada de tributos ou contribuições, ou quaisquer outras espécies de benefícios que correspondam a tratamento tributário diferenciado.";D;;;;;;0;;1;;Todas instituições fonte 100;S
761200000;BENEFÍCIOS FINANCEIROS;Registra o valor dos benefícios fiscais de natureza financeira, os quais consistem em  disposições preferenciais que concedem subsídios na forma de desembolsos efetivos realizados por meio das equalizações de juros e preços, bem como assunção das dívidas decorrentes de saldos de obrigações de responsabilidade do ente da Federação. Incluem-se ainda neste conceito os benefícios que se enquadram como  despesas pagas pelo sistema tributário.;D;;;;;;0;;1;;Todas instituições fonte 100;S
761300000;BENEFÍCIOS CREDITÍCIOS;Registra o valor dos benefícios fiscais de natureza creditícia,  consistentes em disposições preferenciais que criam gastos (implícitos) decorrentes de programas oficiais de crédito, operacionalizados por meio de fundos ou programas que emprestem recursos públicos a taxa de juros inferior ao custo de captação do respectivo ente da Federação, mensurados pela diferença entre o custo total dos encargos financeiros cobrados aos beneficiários e o custo total de captação por parte do ente dos recursos públicos correspondentes. Esses benefícios têm como efeito acarretar assunção ou aumento de obrigações (passivos) para o ente concedente, uma vez que este se compromete com financiamentos obtidos em condições financeiras mais onerosas que as condições ofertadas nos contratos destinados à operacionalização dos fundos ou programas beneficiados.;D;;;;;;0;;1;;Todas instituições fonte 100;S
761900000;OUTROS BENEFÍCIOS FISCAIS;Registra o valor  dos  benefícios fiscais não compreendidos nos itens anteriores.;D;;;;;;0;;1;;Todas instituições fonte 100;S
762000000;CONTROLES DA PROJEÇÃO ATUARIAL;Registra a projeção atuarial das despesas relacionadas aos benefícios pós-emprego.;D;;;;;;0;;1;;Todas instituições fonte 100;S
763000000;CONTROLES PARA FINS DA LRF;Compreende as contas relacionadas à elaboração dos demonstrativos fiscais exigidos pela LRF.;D;;;;;;;;;;;N
763100000;CONTROLE DE OPERAÇÕES DE CRÉDITO PARA FINS DA LRF;Registra os valores relacionados ao fluxo de operações de crédito no exercício financeiro para fins de preenchimento do Demonstrativo previsto no artigo 55, I, d da LRF.;D;;;;;;0;;1;;Todas instituições fonte 100;S
763200000;CONTROLES DO PASSIVO PARA FINS DA LRF;Registra os valores relacionados  ao reconhecimento de obrigações patrimoniais para fins de elaboração do Relatório de Gestão Fiscal, previsto no art. 54 da LRF.;D;;;;;;0;;1;;Todas instituições fonte 100;S
763300000;CONTROLES DA DESPESA COM PESSOAL PARA FINS DA LRF;Registra os valores relacionados ao reconhecimento de despesas com pessoal para fins de preenchimento do Relatório de Gestão Fiscal, previsto previsto no artigo 55, I, a da LRF.;D;;;;;;0;;1;;Todas instituições fonte 100;S
791140000;CONTRATOS DE CESSÃO DE BENS MÓVEIS;Registra o valor de responsabilidade com terceiros referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
791150000;CONTRATOS DE CESSÃO DE BENS IMÓVEIS;Registra o valor de responsabilidade com terceiros referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
791190000;OUTRAS RESPONSABILIDADES COM TERCEIROS;Registra responsabilidades com terceiros, não individualizadas nas outras contas desse grupo.;D;;;;;;0;;1;;Todas instituições fonte 100;S
791240000;CONTRATOS DE CESSÃO DE BENS MÓVEIS;Registra o valor de responsabilidade de terceiros referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
791250000;CONTRATOS DE CESSÃO DE BENS IMÓVEIS;Registra o valor de responsabilidade de terceiros referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;D;;;;;;0;;1;;Todas instituições fonte 100;S
811311200;CONTRATOS DE CESSÃO DE BENS MÓVEIS;Compreende o valor de direitos contratuais referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;;;;;;N
811311201;A EXECUTAR;Registra o valor de direitos contratuais a executar  referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811311202;EM EXECUÇÃO;Registra o valor de direitos contratuais em  execução referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811311203;EXECUTADOS;Registra o valor de direitos contratuais executados referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811311300;CONTRATOS DE CESSÃO DE BENS IMÓVEIS;Compreende o valor de direitos contratuais referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;;;;;;N
811311301;A EXECUTAR;Registra o valor de direitos contratuais a executar  referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811311302;EM EXECUÇÃO;Registra o valor de direitos contratuais em  execução referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811311303;EXECUTADOS;Registra o valor de direitos contratuais executados referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811400000;DEMANDAS JUDICIAIS;Compreende a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;C;;;;;;;;;;;N
811410000;DEMANDAS JUDICIAIS - CONSOLIDAÇÃO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811420000;DEMANDAS JUDICIAIS - INTRA OFSS;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811430000;DEMANDAS JUDICIAIS - INTER OFSS - UNIÃO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811440000;DEMANDAS JUDICIAIS - INTER OFSS - ESTADO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;C;;;;;;0;;1;;Todas instituições fonte 100;S
811450000;DEMANDAS JUDICIAIS - INTER OFSS - MUNICÍPIO;Registra a estimativa do montante relativo a ações judiciais em andamento, para  as quais haja a probabilidade de que o ganho de causa venha a ser do ente público.;C;;;;;;0;;1;;Todas instituições fonte 100;S
812311200;CONTRATOS DE CESSÃO DE BENS MÓVEIS;Compreende o valor de obrigações contratuais referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;;;;;;N
812311201;A EXECUTAR;Registra o valor de obrigações contratuais a executar  referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
812311202;EM EXECUÇÃO;Registra o valor de obrigações contratuais em execução referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
812311203;EXECUTADO;Registra o valor de obrigações contratuais executados referente a  transferência formalizada por meio de contrato de cessão de bens móveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
812311300;CONTRATOS DE CESSÃO DE BENS IMÓVEIS;Compreende o valor de obrigações contratuais referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;;;;;;N
812311301;A EXECUTAR;Registra o valor de obrigações contratuais a executar  referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
812311302;EM EXECUÇÃO;Registra o valor de obrigações contratuais em execução referente a  transferência formalizada por meio de contrato de cessão de bens imóveis.;C;;;;;;0;;1;;Todas instituições fonte 100;S
